ID TIME BLOCK BALANCE #RESOURCES
11 1.015 1 21.00 0
11 1.526 2 21.00 0
11 3.554 3 21.00 0
11 5.09 4 21.00 0
11 7.118 5 21.00 0
11 11.673 6 21.00 0
11 15.701 7 21.00 0
11 18.742 8 21.00 0
11 23.801 9 21.00 0
11 25.817 11 21.00 0
11 30.869 12 21.00 0
11 36.429 15 21.00 0
11 39.471 16 21.00 0
11 48.041 17 21.00 0
11 50.574 18 21.00 0
11 54.096 19 21.00 0
11 56.612 20 21.00 0
11 59.129 23 21.00 0
11 62.15 24 21.00 0
11 63.162 25 21.00 0
11 65.196 26 21.00 0
11 67.213 27 21.00 0
11 71.758 29 21.00 0
11 74.814 30 21.00 0
11 76.335 31 21.00 0
11 76.847 32 21.00 0
11 79.891 33 21.00 0
11 80.924 34 21.00 0
11 82.948 35 21.00 0
11 85.471 36 21.00 0
11 89.527 38 21.00 0
11 91.056 39 21.00 0
11 93.093 40 21.00 0
11 95.13 41 21.00 0
11 97.148 42 21.00 0
11 103.192 43 21.00 0
11 106.712 44 21.00 0
11 112.259 45 21.00 0
11 122.308 46 21.00 0
11 132.864 50 21.00 0
11 134.903 51 21.00 0
11 135.918 52 21.00 0
11 138.464 53 21.00 0
11 140.009 54 21.00 0
11 142.036 55 21.00 0
11 144.054 56 21.00 0
11 146.072 57 21.00 0
11 148.089 58 21.00 0
11 150.132 59 21.00 0
11 152.149 60 21.00 0
11 154.665 61 21.00 0
11 156.179 62 21.00 0
11 158.196 63 21.00 0
11 160.239 64 21.00 0
11 181.364 72 21.00 0
11 202.977 82 21.00 0
11 203.507 84 21.00 0
11 204.024 84 21.00 0
11 205.537 85 21.00 0
11 207.061 86 21.00 0
11 209.079 87 21.00 0
11 211.114 88 21.00 0
11 213.148 89 21.00 0
11 215.172 90 21.00 0
11 217.718 91 21.00 0
11 219.256 92 21.00 0
11 221.277 93 21.00 0
11 224.324 94 21.00 0
11 225.869 95 21.00 0
11 226.904 96 21.00 0
11 231.957 98 21.00 0
11 233.973 99 21.00 0
11 234.482 99 21.00 0
11 235.491 100 21.00 0
11 237.516 101 21.00 0
11 239.529 102 21.00 0
11 241.56 103 21.00 0
11 243.578 104 21.00 0
11 247.098 105 21.00 0
11 249.634 106 21.00 0
11 260.704 107 21.00 0
11 261.232 108 21.00 0
11 264.758 109 21.00 0
11 265.274 110 21.00 0
11 270.815 113 21.00 0
11 271.344 114 21.00 0
11 272.355 115 21.00 0
11 275.393 116 21.00 0
11 275.903 117 21.00 0
11 277.417 118 21.00 0
11 279.45 119 21.00 0
11 280.963 120 21.00 0
11 284.483 121 21.00 0
11 285.996 122 21.00 0
11 287.005 123 21.00 0
11 291.03 125 21.00 0
11 293.05 126 21.00 0
11 295.064 127 21.00 0
11 298.082 128 21.00 0
11 299.117 129 21.00 0
11 302.167 130 21.00 0
11 304.205 131 21.00 0
11 319.802 136 21.00 0
11 322.836 137 21.00 0
11 328.367 138 21.00 0
11 337.434 139 21.00 0
11 339.457 140 21.00 0
11 341.469 141 21.00 0
11 346.521 142 21.00 0
11 349.066 141 21.00 0
11 350.106 142 21.00 0
11 350.638 143 21.00 0
11 353.663 144 21.00 0
11 354.172 145 21.00 0
11 356.188 146 21.00 0
11 358.203 147 21.00 0
11 360.218 148 21.00 0
11 360.73 148 21.00 0
11 362.26 149 21.00 0
11 364.29 150 21.00 0
11 366.309 151 21.00 0
11 367.821 152 21.00 0
11 370.336 153 21.00 0
11 372.851 154 21.00 0
11 374.385 155 21.00 0
11 376.914 156 21.00 0
11 378.429 157 21.00 0
11 382.973 159 21.00 0
11 385.027 160 21.00 0
11 405.643 165 21.00 0
11 407.186 166 21.00 0
11 409.709 167 21.00 0
11 410.721 168 21.00 0
11 413.256 169 21.00 0
11 414.278 170 21.00 0
11 418.303 171 21.00 0
11 418.811 172 21.00 0
11 420.325 173 21.00 0
11 422.341 174 21.00 0
11 423.854 175 21.00 0
11 425.889 176 21.00 0
11 427.923 177 21.00 0
11 432.957 179 21.00 0
11 435.477 180 21.00 0
11 435.986 181 21.00 0
11 438.01 182 21.00 0
11 440.551 183 21.00 0
11 442.581 184 21.00 0
11 445.116 185 21.00 0
11 446.161 186 21.00 0
11 449.699 187 21.00 0
11 450.736 188 21.00 0
11 454.267 189 21.00 0
11 454.783 190 21.00 0
11 457.823 191 21.00 0
11 458.842 192 21.00 0
11 462.88 193 21.00 0
11 476.435 200 21.00 0
11 478.982 201 21.00 0
11 481.011 202 21.00 0
11 481.523 202 21.00 0
11 482.534 203 21.00 0
11 486.555 205 21.00 0
11 489.073 206 21.00 0
11 491.59 207 21.00 0
11 493.134 208 21.00 0
11 495.154 209 21.00 0
11 496.169 210 21.00 0
11 498.184 211 21.00 0
11 500.218 212 21.00 0
11 502.244 213 21.00 0
11 504.283 214 21.00 0
11 506.306 215 21.00 0
11 508.826 216 21.00 0
11 511.37 217 21.00 0
11 511.886 218 21.00 0
11 514.425 219 21.00 0
11 516.973 220 21.00 0
11 517.985 221 21.00 0
11 518.495 221 21.00 0
11 520.507 222 21.00 0
11 525.029 224 21.00 0
11 528.056 225 21.00 0
11 529.088 226 21.00 0
11 531.133 227 21.00 0
11 531.652 227 21.00 0
11 533.166 228 21.00 0
11 535.215 229 21.00 0
11 535.73 229 21.00 0
11 536.241 230 21.00 0
11 538.785 231 21.00 0
11 543.833 233 21.00 0
11 544.345 233 21.00 0
11 544.853 234 21.00 0
11 548.374 235 21.00 0
11 548.882 235 21.00 0
11 549.897 236 21.00 0
11 553.419 238 21.00 0
11 555.438 239 21.00 0
11 556.949 240 21.00 0
11 559.467 241 21.00 0
11 560.981 242 21.00 0
11 564.496 243 21.00 0
11 566.512 244 21.00 0
11 568.04 245 21.00 0
11 570.56 246 21.00 0
11 572.073 247 21.00 0
11 574.084 248 21.00 0
11 576.602 249 21.00 0
11 578.139 250 21.00 0
11 580.159 251 21.00 0
11 583.201 252 21.00 0
11 584.727 253 21.00 0
11 586.264 254 21.00 0
11 588.302 255 21.00 0
