ID TIME MB
13 0.504 150205
13 10.694 166094
13 20.825 171991
13 30.902 176179
13 41.006 178273
13 51.155 185449
13 61.242 196115
13 71.384 202397
13 81.55 208490
13 91.686 213725
13 101.783 216866
13 111.848 218960
13 121.902 221054
13 132.024 226289
13 142.169 233226
13 152.272 239319
13 162.375 245797
13 172.502 255870
13 182.601 261956
13 192.728 266144
13 202.921 274723
13 213.049 282052
13 223.138 288138
13 233.274 294227
13 243.31 294227
13 253.476 305370
13 263.605 316745
13 273.745 325129
13 283.881 332465
13 293.965 338760
13 304.059 346562
13 314.099 348464
13 324.192 352660
13 334.264 353709
13 344.352 358562
13 354.466 368667
13 364.615 377059
13 374.779 384598
13 384.861 385647
13 394.893 385647
13 404.936 385647
13 415.035 401389
13 425.156 407487
13 435.309 414634
13 445.398 421124
13 455.589 427418
13 465.628 427418
13 475.702 431614
13 485.87 445465
13 495.987 453011
13 506.111 458261
13 516.252 463511
13 526.357 469426
13 536.404 469426
13 546.51 479730
13 556.685 493019
13 566.876 500180
13 576.999 505430
13 587.143 511730
13 597.22 512780
13 607.26 512780
13 617.382 524340
13 627.476 534661
13 637.601 542873
13 647.76 548128
13 657.9 553383
13 668.032 557587
13 678.068 557587
13 688.188 569198
13 698.312 574453
13 708.45 586900
13 718.537 591104
13 728.66 599786
13 738.808 609276
13 748.852 609276
13 758.892 609276
13 768.957 610327
13 779.113 629245
13 789.23 633456
13 799.35 642523
13 809.436 648829
13 819.502 649880
13 829.556 653033
13 839.667 666354
13 849.778 673515
13 859.932 678770
13 870.041 685076
13 880.215 690990
13 890.264 692041
13 900.311 695225
13 910.363 695225
13 920.413 695225
13 930.488 702620
13 940.54 702620
13 950.591 702620
13 960.643 702620
13 970.695 702620
13 980.75 702620
13 990.802 702620
13 1000.851 702620
13 1010.904 702620
13 1020.955 702620
13 1031.007 702620
13 1041.059 702620
13 1051.111 702620
13 1061.163 702620
13 1071.208 702620
13 1081.26 702620
13 1091.31 702620
13 1101.362 702620
13 1111.412 702620
13 1121.464 702620
13 1131.516 702620
13 1141.567 702620
13 1151.62 702620
13 1161.673 702620
13 1171.726 702620
13 1181.777 702620
13 1191.829 702620
13 1201.878 702620
13 1211.926 702620
13 1221.973 702620
13 1232.025 702620
13 1242.079 702620
13 1252.134 702620
13 1262.191 702620
13 1272.247 702620
13 1282.303 702620
13 1292.36 702620
13 1302.415 702620
13 1312.475 702620
13 1322.531 702620
13 1332.588 702620
13 1342.643 702620
13 1352.696 702620
13 1362.746 702620
13 1372.802 702620
13 1382.857 702620
13 1392.908 702620
13 1402.97 702620
13 1413.028 702620
13 1423.08 702620
13 1433.134 702620
13 1443.182 702620
13 1453.24 702620
13 1463.294 702620
13 1473.347 702620
13 1483.407 702620
13 1493.458 702620
13 1503.519 702620
13 1513.579 702620
13 1523.638 702620
13 1533.694 702620
13 1543.754 702620
13 1553.808 702620
13 1563.864 702620
13 1573.923 702620
13 1583.976 702620
13 1594.032 702620
13 1604.088 702620
13 1614.143 702620
13 1624.204 702620
13 1634.26 702620
13 1644.32 702620
13 1654.376 702620
13 1664.433 702620
13 1674.491 702620
13 1684.551 702620
13 1694.609 702620
13 1704.665 702620
13 1714.723 702620
13 1724.784 702620
13 1734.838 702620
13 1744.895 702620
13 1754.955 702620
13 1765.006 702620
13 1775.063 702620
13 1785.127 702620
13 1795.186 702620
13 1805.236 702620
13 1815.295 702620
13 1825.351 702620
13 1835.413 702620
13 1845.464 702620
13 1855.523 702620
13 1865.58 702620
13 1875.64 702620
13 1885.697 702620
13 1895.749 702620
13 1905.806 702620
13 1915.863 702620
13 1925.916 702620
13 1935.973 702620
13 1946.031 702620
13 1956.085 702620
13 1966.145 702620
13 1976.206 702620
13 1986.259 702620
13 1996.316 702620
13 2006.377 702620
13 2016.43 702620
13 2026.488 702620
13 2036.545 702620
13 2046.601 702620
13 2056.657 702620
13 2066.707 702620
13 2076.764 702620
13 2086.822 702620
13 2096.875 702620
13 2106.937 702620
13 2116.989 702620
13 2127.052 702620
13 2137.11 702620
13 2147.168 702620
13 2157.227 702620
13 2167.284 702620
13 2177.339 702620
13 2187.392 702620
13 2197.442 702620
13 2207.493 702620
13 2217.549 702620
13 2227.603 702620
13 2237.658 702620
13 2247.716 702620
13 2257.775 702620
13 2267.828 702620
13 2277.887 702620
13 2287.94 702620
13 2297.997 702620
13 2308.053 702620
13 2318.104 702620
13 2328.163 702620
13 2338.218 702620
13 2348.275 702620
13 2358.332 702620
13 2368.394 702620
13 2378.447 702620
13 2388.505 702620
13 2398.563 702620
13 2408.617 702620
13 2418.675 702620
13 2428.735 702620
13 2438.786 702620
13 2448.841 702620
13 2458.901 702620
13 2468.957 702620
13 2479.014 702620
13 2489.072 702620
13 2499.127 702620
13 2509.188 702620
13 2519.247 702620
13 2529.302 702620
13 2539.356 702620
13 2549.412 702620
13 2559.466 702620
13 2569.522 702620
13 2579.584 702620
13 2589.64 702620
13 2599.697 702620
13 2609.754 702620
13 2619.803 702620
13 2629.852 702620
13 2639.904 702620
13 2649.956 702620
13 2660.019 702620
13 2670.074 702620
13 2680.129 702620
13 2690.187 702620
13 2700.246 702620
13 2710.297 702620
13 2720.352 702620
13 2730.408 702620
13 2740.46 702620
13 2750.52 702620
13 2760.579 702620
13 2770.631 702620
13 2780.689 702620
13 2790.748 702620
13 2800.803 702620
13 2810.86 702620
13 2820.915 702620
13 2830.974 702620
13 2841.034 702620
13 2851.09 702620
13 2861.15 702620
13 2871.208 702620
13 2881.27 702620
13 2891.32 702620
13 2901.377 702620
13 2911.434 702620
13 2921.487 702620
13 2931.543 702620
13 2941.602 702620
13 2951.656 702620
13 2961.716 702620
13 2971.777 702620
13 2981.831 702620
13 2991.886 702620
13 3001.943 702620
13 3012.001 702620
13 3022.054 702620
13 3032.114 702620
13 3042.173 702620
13 3052.228 702620
13 3062.285 702620
13 3072.345 702620
13 3082.405 702620
13 3092.459 702620
13 3102.519 702620
13 3112.576 702620
13 3122.631 702620
13 3132.689 702620
13 3142.746 702620
13 3152.803 702620
13 3162.86 702620
13 3172.915 702620
13 3182.97 702620
13 3193.022 702620
13 3203.075 702620
13 3213.132 702620
13 3223.193 702620
13 3233.247 702620
13 3243.3 702620
13 3253.354 702620
13 3263.411 702620
13 3273.465 702620
13 3283.521 702620
13 3293.579 702620
13 3303.634 702620
13 3313.692 702620
13 3323.747 702620
13 3333.804 702620
13 3343.863 702620
13 3353.922 702620
13 3363.982 702620
13 3374.038 702620
13 3384.093 702620
13 3394.142 702620
13 3404.201 702620
13 3414.258 702620
13 3424.313 702620
13 3434.374 702620
13 3444.431 702620
13 3454.491 702620
13 3464.543 702620
13 3474.6 702620
13 3484.658 702620
13 3494.711 702620
13 3504.769 702620
13 3514.824 702620
13 3524.88 702620
13 3534.934 702620
13 3544.986 702620
13 3555.041 702620
13 3565.095 702620
13 3575.156 702620
13 3585.21 702620
13 3595.265 702620
13 3605.322 702620
13 3615.378 702620
13 3625.436 702620
13 3635.489 702620
13 3645.551 702620
13 3655.609 702620
13 3665.661 702620
13 3675.714 702620
13 3685.774 702620
13 3695.829 702620
13 3705.887 702620
13 3715.942 702620
13 3725.992 702620
13 3736.049 702620
13 3746.108 702620
13 3756.164 702620
13 3766.22 702620
13 3776.279 702620
13 3786.332 702620
13 3796.39 702620
13 3806.444 702620
13 3816.508 702620
13 3826.563 702620
13 3836.618 702620
13 3846.677 702620
13 3856.735 702620
13 3866.788 702620
13 3876.841 702620
13 3886.904 702620
13 3896.96 702620
13 3907.017 702620
13 3917.072 702620
13 3927.126 702620
13 3937.184 702620
13 3947.243 702620
13 3957.298 702620
13 3967.353 702620
13 3977.409 702620
13 3987.467 702620
13 3997.522 702620
13 4007.583 702620
13 4017.643 702620
13 4027.701 702620
13 4037.755 702620
13 4047.806 702620
13 4057.869 702620
13 4067.918 702620
13 4077.976 702620
13 4088.032 702620
13 4098.089 702620
13 4108.145 702620
13 4118.202 702620
13 4128.258 702620
13 4138.313 702620
13 4148.369 702620
13 4158.422 702620
13 4168.483 702620
13 4178.538 702620
13 4188.59 702620
13 4198.644 702620
13 4208.699 702620
13 4218.757 702620
13 4228.809 702620
13 4238.863 702620
13 4248.916 702620
13 4258.976 702620
13 4269.033 702620
13 4279.09 702620
13 4289.147 702620
13 4299.206 702620
13 4309.258 702620
13 4319.317 702620
13 4329.372 702620
13 4339.432 702620
13 4349.494 702620
13 4359.547 702620
13 4369.601 702620
13 4379.656 702620
13 4389.712 702620
13 4399.773 702620
13 4409.83 702620
13 4419.882 702620
13 4429.935 702620
13 4439.996 702620
13 4450.049 702620
13 4460.107 702620
13 4470.161 702620
13 4480.215 702620
13 4490.273 702620
13 4500.324 702620
13 4510.384 702620
13 4520.435 702620
