ID TIME BLOCK BALANCE #RESOURCES
14 0.535 1 21.00 0
14 1.048 2 21.00 0
14 3.08 3 21.00 0
14 5.618 4 21.00 0
14 7.639 5 21.00 0
14 9.151 5 21.00 0
14 10.163 6 21.00 0
14 13.187 7 21.00 0
14 14.226 8 21.00 0
14 20.278 9 21.00 0
14 35.843 14 21.00 0
14 36.89 15 21.00 0
14 39.92 16 21.00 0
14 47.977 17 21.00 0
14 50.501 18 21.00 0
14 54.034 19 21.00 0
14 56.563 20 21.00 0
14 59.605 23 21.00 0
14 62.158 24 21.00 0
14 63.178 25 21.00 0
14 65.194 26 21.00 0
14 67.212 27 21.00 0
14 72.25 29 21.00 0
14 74.772 30 21.00 0
14 76.787 31 21.00 0
14 77.317 32 21.00 0
14 80.845 33 21.00 0
14 81.355 34 21.00 0
14 83.892 35 21.00 0
14 85.407 36 21.00 0
14 89.423 37 21.00 0
14 90.433 38 21.00 0
14 91.457 39 21.00 0
14 92.987 40 21.00 0
14 95.516 41 21.00 0
14 97.049 42 21.00 0
14 104.11 43 21.00 0
14 118.671 45 21.00 0
14 122.72 46 21.00 0
14 128.267 48 21.00 0
14 132.797 50 21.00 0
14 134.332 51 21.00 0
14 136.377 52 21.00 0
14 137.902 53 21.00 0
14 140.415 54 21.00 0
14 142.447 55 21.00 0
14 143.967 56 21.00 0
14 145.981 57 21.00 0
14 148.012 58 21.00 0
14 150.026 59 21.00 0
14 150.536 59 21.00 0
14 152.064 60 21.00 0
14 154.587 61 21.00 0
14 156.621 62 21.00 0
14 158.161 63 21.00 0
14 160.702 64 21.00 0
14 165.757 65 21.00 0
14 166.27 66 21.00 0
14 167.3 67 21.00 0
14 182.883 68 21.00 0
14 186.406 69 21.00 0
14 193.966 79 21.00 0
14 195.001 80 21.00 0
14 197.517 81 21.00 0
14 200.536 82 21.00 0
14 201.547 83 21.00 0
14 203.577 84 21.00 0
14 205.597 85 21.00 0
14 207.635 86 21.00 0
14 209.159 87 21.00 0
14 211.195 88 21.00 0
14 213.729 89 21.00 0
14 215.244 90 21.00 0
14 217.789 91 21.00 0
14 219.333 92 21.00 0
14 222.377 93 21.00 0
14 224.422 94 21.00 0
14 226.454 95 21.00 0
14 227.483 96 21.00 0
14 274.2 115 21.00 0
14 275.746 117 21.00 0
14 277.272 118 21.00 0
14 279.79 119 21.00 0
14 281.318 120 21.00 0
14 284.843 121 21.00 0
14 286.358 122 21.00 0
14 287.368 123 21.00 0
14 309.481 132 21.00 0
14 310.534 133 21.00 0
14 311.544 134 21.00 0
14 321.591 134 21.00 0
14 327.141 135 21.00 0
14 334.187 136 21.00 0
14 337.217 137 21.00 0
14 341.739 138 21.00 0
14 412.043 168 21.00 0
14 412.62 169 21.00 0
14 414.132 170 21.00 0
14 418.153 171 21.00 0
14 419.188 172 21.00 0
14 421.228 173 21.00 0
14 422.248 174 21.00 0
14 424.786 175 21.00 0
14 426.305 176 21.00 0
14 426.815 176 21.00 0
14 428.337 177 21.00 0
14 432.885 179 21.00 0
14 433.927 179 21.00 0
14 435.443 180 21.00 0
14 436.456 181 21.00 0
14 437.991 182 21.00 0
14 440.53 183 21.00 0
14 442.546 184 21.00 0
14 445.087 185 21.00 0
14 446.103 186 21.00 0
14 450.135 187 21.00 0
14 450.65 188 21.00 0
14 453.168 189 21.00 0
14 454.693 190 21.00 0
14 457.235 191 21.00 0
14 489.39 206 21.00 0
14 491.432 207 21.00 0
14 493.445 208 21.00 0
14 495.459 209 21.00 0
14 496.489 210 21.00 0
14 498.009 211 21.00 0
14 500.037 212 21.00 0
14 502.051 213 21.00 0
14 504.565 214 21.00 0
14 506.078 215 21.00 0
14 524.167 223 21.00 0
14 530.716 224 21.00 0
14 534.257 228 21.00 0
14 536.802 229 21.00 0
14 538.335 230 21.00 0
14 540.874 232 21.00 0
14 543.914 233 21.00 0
14 545.424 234 21.00 0
14 547.944 235 21.00 0
14 548.452 235 21.00 0
14 548.962 236 21.00 0
14 552.504 237 21.00 0
14 553.52 238 21.00 0
14 556.035 239 21.00 0
14 557.065 240 21.00 0
14 559.603 241 21.00 0
14 561.141 242 21.00 0
14 579.729 250 21.00 0
14 580.273 251 21.00 0
14 583.789 252 21.00 0
14 584.81 253 21.00 0
14 587.352 254 21.00 0
14 588.891 255 21.00 0
14 589.403 255 21.00 0
14 592.454 256 21.00 0
14 592.967 257 21.00 0
14 596.99 258 21.00 0
14 597.502 258 21.00 0
14 598.031 259 21.00 0
14 599.567 260 21.00 0
14 601.588 261 21.00 0
14 603.099 262 21.00 0
14 613.147 263 21.00 0
14 625.223 269 21.00 0
14 627.258 270 21.00 0
14 628.27 271 21.00 0
14 628.78 271 21.00 0
14 629.288 271 21.00 0
14 632.305 273 21.00 0
14 634.326 274 21.00 0
14 636.362 275 21.00 0
14 638.882 276 21.00 0
14 639.919 277 21.00 0
14 641.938 278 21.00 0
