ID TIME MB
16 0.502 149865
16 10.641 166342
16 20.742 172435
16 30.823 175576
16 40.876 178717
16 50.96 185893
16 61.043 196559
16 71.15 200747
16 81.355 208934
16 91.432 209981
16 101.467 209981
16 111.498 209981
16 121.531 209981
16 131.582 209981
16 141.745 231772
16 151.908 238912
16 162.056 244998
16 172.196 251084
16 182.373 257366
16 192.415 257366
16 202.553 270133
16 212.667 277462
16 222.8 284399
16 232.893 293237
16 243.011 301040
16 253.098 311619
16 263.225 316663
16 273.383 325243
16 283.503 332775
16 293.69 339070
16 303.859 346872
16 313.92 350019
16 323.955 350019
16 334.036 353209
16 344.072 353209
16 354.212 369412
16 364.413 377608
16 374.577 384951
16 384.701 392755
16 394.817 397804
16 404.897 402468
16 414.973 405615
16 425.117 413811
16 435.295 421154
16 445.412 427644
16 455.544 433945
16 465.643 438994
16 475.833 445294
16 485.952 449690
16 496.093 457894
16 506.232 463144
16 516.374 467351
16 526.454 474505
16 536.656 486055
16 546.766 490059
16 556.821 496359
16 566.904 501616
16 577.02 513209
16 587.202 519509
16 597.337 526471
16 607.492 531733
16 617.592 536792
16 627.756 543953
16 637.905 552361
16 648.068 557616
16 658.172 561820
16 668.282 564980
16 678.421 572172
16 688.575 582909
16 698.695 587113
16 708.865 601669
16 718.964 606955
16 729.14 616877
16 739.209 626830
16 749.313 629990
16 759.388 631896
16 769.452 636100
16 779.6 640108
16 789.7 644312
16 799.845 654038
16 809.969 660148
16 820.038 661206
16 830.107 663308
16 840.212 676622
16 850.335 683783
16 860.441 689038
16 870.53 695351
16 880.647 698504
16 890.701 702904
16 900.749 702904
16 910.8 702904
16 920.854 702904
16 930.905 702904
16 940.957 702904
16 951.01 702904
16 961.061 702904
16 971.111 702904
16 981.164 702904
16 991.215 702904
16 1001.269 702904
16 1011.321 702904
16 1021.373 702904
16 1031.426 702904
16 1041.479 702904
16 1051.53 702904
16 1061.585 702904
16 1071.633 702904
16 1081.685 702904
16 1091.738 702904
16 1101.788 702904
16 1111.842 702904
16 1121.896 702904
