ID TIME MB
5 0.501 150218
5 10.649 160346
5 20.777 167730
5 30.864 176156
5 40.929 178250
5 50.969 178250
5 61.049 198994
5 71.132 203182
5 81.271 211565
5 91.359 215753
5 101.499 219941
5 111.595 223082
5 121.646 223082
5 131.713 231458
5 141.869 239645
5 151.973 245731
5 162.112 252668
5 172.279 262287
5 182.427 268373
5 192.533 273615
5 202.721 280748
5 212.889 287881
5 223.063 295014
5 233.247 303859
5 243.359 311655
5 253.44 320738
5 263.559 328730
5 273.72 337121
5 283.847 344457
5 294.044 350745
5 304.188 357890
5 314.234 358939
5 324.28 358939
5 334.386 364184
5 344.454 369436
5 354.564 380191
5 364.752 387338
5 374.931 395534
5 385.147 403768
5 395.191 403768
5 405.252 409013
5 415.349 414258
5 425.465 420356
5 435.639 427699
5 445.759 433804
5 455.895 440098
5 465.983 444098
5 476.09 455253
5 486.144 460111
5 496.354 468714
5 506.503 473964
5 516.629 479214
5 526.791 485122
5 536.829 485122
5 546.89 494572
5 556.982 504718
5 567.151 514364
5 577.306 519614
5 587.375 521714
5 597.413 522764
5 607.459 522764
5 617.499 522764
5 627.542 522764
5 637.746 549897
5 647.903 555152
5 658.023 560407
5 668.187 565669
5 678.274 573069
5 688.418 583610
5 698.55 587814
5 708.716 602174
5 718.836 607233
5 728.988 616959
5 739.058 625006
5 749.183 633421
5 759.255 635327
5 769.336 639531
5 779.455 643539
5 789.547 647743
5 799.693 657469
5 809.819 663586
5 819.946 669892
5 830.08 674096
5 840.127 674096
5 850.252 684441
5 860.373 690747
5 870.512 696009
5 880.695 704221
5 890.748 705468
5 900.795 705468
5 910.845 705468
5 920.895 705468
5 930.949 705468
5 940.999 705468
5 951.051 705468
5 961.099 705468
5 971.15 705468
5 981.202 705468
5 991.255 705468
5 1001.307 705468
5 1011.361 705468
5 1021.414 705468
5 1031.466 705468
5 1041.521 705468
5 1051.573 705468
5 1061.625 705468
5 1071.678 705468
5 1081.731 705468
5 1091.783 705468
5 1101.836 705468
5 1111.889 705468
5 1121.942 705468
5 1131.999 705468
5 1142.052 705468
5 1152.105 705468
5 1162.158 705468
5 1172.21 705468
5 1182.26 705468
5 1192.319 705468
5 1202.373 705468
5 1212.428 705468
5 1222.481 705468
5 1232.533 705468
5 1242.583 705468
5 1252.636 705468
5 1262.69 705468
5 1272.743 705468
5 1282.796 705468
5 1292.849 705468
5 1302.902 705468
5 1312.956 705468
5 1323.009 705468
5 1333.061 705468
5 1343.116 705468
5 1353.167 705468
5 1363.22 705468
5 1373.273 705468
5 1383.324 705468
5 1393.376 705468
5 1403.427 705468
5 1413.479 705468
5 1423.532 705468
5 1433.586 705468
5 1443.643 705468
5 1453.696 705468
5 1463.748 705468
5 1473.8 705468
5 1483.853 705468
5 1493.905 705468
5 1503.957 705468
5 1514.009 705468
5 1524.06 705468
5 1534.114 705468
5 1544.167 705468
5 1554.22 705468
5 1564.276 705468
5 1574.328 705468
5 1584.379 705468
5 1594.428 705468
5 1604.479 705468
5 1614.532 705468
5 1624.585 705468
5 1634.639 705468
5 1644.691 705468
5 1654.743 705468
5 1664.794 705468
5 1674.849 705468
5 1684.903 705468
5 1694.956 705468
5 1705.008 705468
5 1715.061 705468
5 1725.111 705468
5 1735.162 705468
5 1745.218 705468
5 1755.27 705468
5 1765.326 705468
5 1775.379 705468
5 1785.433 705468
5 1795.487 705468
5 1805.538 705468
5 1815.591 705468
5 1825.644 705468
5 1835.695 705468
5 1845.746 705468
5 1855.798 705468
5 1865.845 705468
5 1875.895 705468
5 1885.951 705468
5 1896.009 705468
5 1906.066 705468
5 1916.125 705468
5 1926.183 705468
5 1936.242 705468
5 1946.301 705468
5 1956.359 705468
5 1966.414 705468
5 1976.471 705468
5 1986.531 705468
5 1996.591 705468
5 2006.65 705468
5 2016.708 705468
5 2026.767 705468
5 2036.826 705468
5 2046.883 705468
5 2056.94 705468
5 2066.999 705468
5 2077.057 705468
5 2087.113 705468
5 2097.171 705468
5 2107.227 705468
5 2117.281 705468
5 2127.339 705468
5 2137.398 705468
5 2147.453 705468
5 2157.508 705468
5 2167.565 705468
5 2177.624 705468
5 2187.682 705468
5 2197.742 705468
5 2207.798 705468
5 2217.857 705468
5 2227.914 705468
5 2237.972 705468
5 2248.028 705468
5 2258.085 705468
5 2268.142 705468
5 2278.196 705468
5 2288.254 705468
5 2298.312 705468
5 2308.367 705468
5 2318.425 705468
5 2328.483 705468
5 2338.541 705468
5 2348.6 705468
5 2358.657 705468
5 2368.713 705468
5 2378.771 705468
5 2388.83 705468
5 2398.887 705468
5 2408.944 705468
5 2419.0 705468
5 2429.058 705468
5 2439.115 705468
5 2449.172 705468
5 2459.231 705468
5 2469.288 705468
5 2479.348 705468
5 2489.406 705468
5 2499.461 705468
5 2509.522 705468
5 2519.577 705468
5 2529.636 705468
5 2539.693 705468
5 2549.751 705468
5 2559.816 705468
5 2569.869 705468
5 2579.919 705468
5 2589.969 705468
5 2600.028 705468
5 2610.086 705468
5 2620.145 705468
5 2630.205 705468
5 2640.261 705468
5 2650.317 705468
5 2660.373 705468
5 2670.43 705468
5 2680.492 705468
5 2690.545 705468
5 2700.596 705468
5 2710.653 705468
5 2720.711 705468
5 2730.77 705468
5 2740.827 705468
5 2750.884 705468
5 2760.938 705468
5 2770.993 705468
5 2781.048 705468
5 2791.107 705468
5 2801.165 705468
5 2811.225 705468
5 2821.283 705468
5 2831.343 705468
5 2841.402 705468
5 2851.461 705468
5 2861.52 705468
5 2871.575 705468
5 2881.632 705468
5 2891.688 705468
5 2901.756 705468
5 2911.807 705468
5 2921.856 705468
5 2931.905 705468
5 2941.961 705468
5 2952.02 705468
5 2962.074 705468
5 2972.131 705468
5 2982.188 705468
5 2992.246 705468
5 3002.303 705468
5 3012.363 705468
5 3022.421 705468
5 3032.477 705468
5 3042.536 705468
5 3052.591 705468
5 3062.648 705468
5 3072.707 705468
5 3082.766 705468
5 3092.825 705468
5 3102.883 705468
5 3112.942 705468
5 3123.0 705468
5 3133.058 705468
5 3143.118 705468
5 3153.177 705468
5 3163.234 705468
5 3173.292 705468
5 3183.35 705468
5 3193.409 705468
5 3203.468 705468
5 3213.526 705468
5 3223.586 705468
5 3233.644 705468
5 3243.7 705468
5 3253.761 705468
5 3263.818 705468
5 3273.878 705468
5 3283.935 705468
5 3293.991 705468
5 3304.048 705468
5 3314.106 705468
5 3324.163 705468
5 3334.219 705468
5 3344.278 705468
5 3354.335 705468
5 3364.393 705468
5 3374.451 705468
5 3384.508 705468
5 3394.566 705468
5 3404.623 705468
5 3414.682 705468
5 3424.74 705468
5 3434.799 705468
5 3444.855 705468
5 3454.912 705468
5 3464.969 705468
5 3475.027 705468
5 3485.084 705468
5 3495.141 705468
5 3505.2 705468
5 3515.256 705468
5 3525.314 705468
5 3535.371 705468
5 3545.43 705468
5 3555.487 705468
5 3565.546 705468
5 3575.604 705468
5 3585.658 705468
5 3595.716 705468
5 3605.772 705468
5 3615.832 705468
5 3625.888 705468
5 3635.95 705468
5 3646.005 705468
5 3656.055 705468
5 3666.11 705468
5 3676.169 705468
5 3686.229 705468
5 3696.287 705468
5 3706.345 705468
5 3716.403 705468
5 3726.461 705468
5 3736.521 705468
5 3746.579 705468
